RECORD_ID,PUBLISHED_DATE,DATE_LAST_MODIFIED,AGENCY_ACRONYM,AGENCY_NAME,DATA_OWNER,DATASET_NAME,DATASET_SUMMARY,DATASET_CLASSIFICATION_NAME,DATASET_CLASSIFICATION_REASON,DATASET_TYPE,DATASET_CATEGORY,KEYWORDS,EARLIEST_DATE_OF_RECORDS,UPDATE_INTERVAL,INTEREST,DATASET_URL,OBJECTID,OPENDATA_PORTAL
5097,2018-03-11,2017-12-08 00:00:00,OAG,Office of Attorney General,Office of the Attorney General,Domestic Violence Matters,Information on closed and ongoing domestic violence cases handled by the Domestic Violence Section of the Public Safety Division.,Restricted Confidential,FOIA Exemptions 2-534(a)(2) - Personal privacy related to an incident involving domestic violence or sexual assault and FOIA Exemptions 2-534 (a)(3) - Contains records of ongoing Investigatory Records and Personal Information Could endanger victims if personal information maintained in records is released.,Database,Public Safety,public safety,,Real-Time/Near Real-Time,Unknown,,2120,No
5098,2018-03-11,,OAG,Office of Attorney General,Office of the Attorney General,Tax,"Information on matters entered by the Tax, Bankruptcy, and Finance Section within the Commercial Division. The Section defends real property tax assessment appeals, and represents the District as a statutory defendant in tax sale foreclosure actions filed in Superior Court.",Restricted Confidential,FOIA Exemptions 2-534 (a)(3) - Contains records of ongoing Investigatory Records and Personal Information and 2-543-(a)(4) Contains privileged internal memorandum related to litigation. Release could significantly impair the ability of the agency to perform its statutory functions.,Database,Government Operations,government operations,,Daily,Unknown,,2121,No
5001,2018-03-11,,DPR,Department of Parks and Recreation,Roving Leaders Division,Roving Leader Program Data,"Weekly report that includes number of youth Roving Leaders interacted with through programming and outreach, referrals made to other agencies, and trainings completed.",Confidential,"Data for minors is protected under the Family Education Rights and Privacy Act (FERPA).
",Database,Recreation,"recreation, roving leaders",2007-10-07,Weekly,Occasional Requests,,2122,No
5002,2018-03-11,,DPW,Department of Public Works,DPW,Grounds Maintenance Application dataset,A DPWForce application that tracks grounds maintenance operations at DC government-owned sites and lands maintained by DC government. Schedules and work completion data as well as quality and government acceptance data is tracked and stored along with pictures documenting work performed. Used to track and rate contractor work and manage grounds maintenance schedules,Public Not Proactively Released,This dataset has not been reviewed for public release. At this time the release of this data would impose an undue financial or administrative burden on the agency.,Other,Government Operations,"government operations, maintenance",,Daily,Occasional Requests,,2123,No
5003,2018-03-11,,DPW,Department of Public Works,DPW,Automatic Vehicle Locator Data,"An Automated Vehicle Locator System (AVL) where GPS receivers/modems are installed on snow plows, cataloged by vehicle name. Location, time, telemetry, speed, direction data are all transmitted to a central server for display in a GIS map based portal for monitoring and analysis of the snowplow deployment. All District  snow plow vehicles are outfitted with the equipment and portable AVL units are plugged into all rental and contracted vehicles that work snow for the District. 

AVL has also been deployed on all trash and recycling packers for tracking of those operations",Restricted Confidential,"Critical Infrastructure, potentially causes major damage or injury, including death, to resident, agency workforce members, clients, partners, stakeholders, or other identified in the information, or otherwise significantly impair the ability of the agency to perform its statutory functions. ",Other,Government Operations,"government operations, AVL",,Real-Time/Near Real-Time,Occasional Requests,,2124,No
5006,2018-03-11,2018-01-26 00:00:00,DPW,Department of Public Works,DPW Waste Diversion,Commercial Recycling & Haulers Tracking System,"Commercial waste haulers registered with DPW. DPW Salesforce platform (DPWForce) has been used to set up an application for entering and tracking commercial haulers activities and tonnages by materials hauled.
Spreadsheets are used to track and manage commercial recycling plans. The dataset contains individual business identifying information",Public Not Proactively Released,This dataset 2.	require subjective redaction.,Other,Environment,"environment, waste, hauler",,Quarterly,No Requests,,2125,No
5007,2018-03-11,,DPW,Department of Public Works,DPW PEMA,Dispatch and Lot Management System ,"Dispatch and Lot Management System (DLMS). Uses active call queue to display vehicles in route to the impoundment lot. Tracks Towing dispatches, Impounds vehicles, Owner Notification, Inventory Maintenance, Vehicle Disposition, and System Administration.  Interfaces with Citywide CAD  System. Contains Vehicle and owner identifying information as well as information about violations, towing, and impoundments",Confidential,Personally identifiable information (PII),Database,Government Operations,"government operations, towing",,Daily,Occasional Requests,,2126,No
5008,2018-03-11,,DPW,Department of Public Works,DPW,DPW Uniform Inventory ,DPWForce (Salesforce) based application that tracks uniform orders and deliveries to employees against allocated numbers of uniform items that are allotted to employees.,For District Government Use,This dataset contains Personally Identifiable Information (PII).,Other,Government Operations,"government operations, uniform",,Daily,Occasional Requests,,2127,No
5009,2018-03-11,,DPW,Department of Public Works,DMV,Scofflaw File - boot eligible tickets,dataset of vehicles on the scofflaw list (2 or more parking tickets more than 60 days overdue for payment). Derived from the eTIMS dataset. Contains vehicle and owner information along with violation records,Confidential,"Law Enforcement Sensitive, Payment Card Information (PCH), Personally identifiable information (PII)",Text,Government Operations,"government operations, tickets, vehicle",,Daily,No Requests,,2128,No
5010,2018-03-11,,DPW,Department of Public Works,DPW Fleet,Fleet Survey ,Dataset used by DPW FMA for customer service survey web application. It is used to track and manage FMA customer service survey web information. Used for internal customer service satisfaction tracking,For District Government Use,The information in this dataset is exempt from public disclosure under one or more FOIA exemptions in D.C. Official Code ? 2?534(a).,Other,Government Operations,"government operations, survey",,Yearly,No Requests,,2129,No
5011,2018-03-11,2018-01-26 00:00:00,DPW,Department of Public Works,DPW Fleet,FASTER Web ,"FASTER Web used by DPW FMA to track and manage all Fleet vehicle parts, maintenance and labor performed by DPW, FEMS and MPD.",Restricted Confidential,"Law Enforcement Sensitive, Personally identifiable information (PII). Unauthorized disclosure could potentially cause major damage or injury, including death, to residents, agency workforce members, clients, partners, stakeholders, or others identified in the information, or otherwise significantly impair the ability of the agency to perform its statutory functions. ",Database,Government Operations,"government operations, fleet",,Daily,Occasional Requests,,2130,No
5012,2018-03-11,,DPW,Department of Public Works,DPW Fleet,Fuel Management System ,Dataset used by DPW FMA to track fuel usage of DC Govt. Vehicles and manage DC Govt. fuel sites. Contains information about fuel sites in the District that are used by all district vehicles including police and emergency vehicles.,Restricted Confidential,"This dataset contains Critical Infrastructure information, unauthorized disclosure could potentially cause major damage or injury, including death, to residents, agency workforce members, clients, partners, stakeholders, or others identified in the information, or otherwise significantly impair the ability of the agency to perform its statutory functions.",Database,Government Operations,"government operations, fuel",,Daily,Occasional Requests,,2131,No
5013,2018-03-11,,DPW,Department of Public Works,DPW Fleet,Fleet Invoice tracking application,Dataset used internally by DPW FMA to track and manage its invoices. Used internally to track DC Government agency invoicing and payments for work performed by Fleet.,Confidential,"Personally identifiable information (PII), Payment card information (PCI)",Other,Financial,"government operations, invoicing",,Daily,No Requests,,2132,No
5014,2018-03-11,,DPW,Department of Public Works,DPW SWMA,Signed Street Sweeping Routes,Lines paralleling street blocks representing the blocks that are part of the weekly signed street sweeping program.,Public Not Proactively Released,Expose the District to litigation or legal liability,Geographic Information,Government Operations,"government operations, GIS",,Yearly,Occasional Requests,,2133,No
