ACRONYM,AGENCYNAME,DATASETNAME,DATAOWNER,DATASETCATEGORYNAME,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETTYPENAME,EARLIESTDATEOFRECORDS,EDI_ID,PUBLICINTERESTNAME,KEYWORDS,UPDATEINTERVALNAME,OPENDATA_PORTAL
OCTO,Office of the Chief Technology Officer,Tap It Free Water Participants,OCTO,Public Services,Level 0,,Database,,3115,Frequent Requests,public Services,Yearly,True
OCTO,Office of the Chief Technology Officer,Targeted Employment Area,OCTO,Administrative and Other Boundaries,Level 0,,Database,,3116,Frequent Requests,boundaries,Yearly,True
OCTO,Office of the Chief Technology Officer,Topography  - 10 Foot Contours,OCTO,Elevation,Level 0,,Database,,3117,Frequent Requests,elevation,Yearly,True
OCTO,Office of the Chief Technology Officer,Good Plan Historic Map - 1793,OCTO,Historic,Level 0,,Database,,3118,Frequent Requests,society,Yearly,True
OCTO,Office of the Chief Technology Officer,Cemeteries,OCTO,Cultural and Society,Level 0,,Database,,3119,Frequent Requests,society,Yearly,True
OCTO,Office of the Chief Technology Officer,Embassies,OCTO,Cultural and Society,Level 0,,Database,,3120,Frequent Requests,society,Yearly,True
OCTO,Office of the Chief Technology Officer,Golf Courses,OCTO,Recreation,Level 0,,Database,,3121,Frequent Requests,society,Yearly,True
OCTO,Office of the Chief Technology Officer,Independent Schools,OCTO,Education,Level 0,,Database,,3122,Frequent Requests,society,Yearly,True
OCTO,Office of the Chief Technology Officer,Places of Worship,OCTO,Cultural and Society,Level 0,,Database,,3123,Frequent Requests,society,Yearly,True
OCTO,Office of the Chief Technology Officer,Impervious Surface 2010,OCTO,Environment,Level 0,,Database,,3124,Frequent Requests,environment,Yearly,True
OCTO,Office of the Chief Technology Officer,Impervious Surface 2013,OCTO,Environment,Level 0,,Database,,3125,Frequent Requests,environment,Yearly,True
OCTO,Office of the Chief Technology Officer,Impervious Surface 2015,OCTO,Environment,Level 0,,Database,,3126,Frequent Requests,environment,Yearly,True
OCTO,Office of the Chief Technology Officer,Historic Landmark Sites,OCTO,Historic,Level 0,,Database,,3127,Frequent Requests,Historic Landmark Sites,Yearly,True
OCTO,Office of the Chief Technology Officer,Topography - 2 Foot Contours,OCTO,Elevation,Level 0,,Database,,3128,Frequent Requests,elevation,Yearly,True
OCTO,Office of the Chief Technology Officer,Hawkins Topography Historic Map - 1791,OCTO,Historic,Level 0,,Database,,3129,Frequent Requests,society,Yearly,True
OCTO,Office of the Chief Technology Officer,Other traffic signs,OCTO,Transportation,Level 0,,Database,,3130,Frequent Requests,transportation,Yearly,True
OCTO,Office of the Chief Technology Officer,Universities and Colleges,OCTO,Education,Level 0,,Database,,3131,Frequent Requests,society,Yearly,True
OCTO,Office of the Chief Technology Officer,Utility poles,OCTO,Utility and Communication,Level 0,,Database,,3132,Frequent Requests,utilitiesCommunication,Yearly,True
OCTO,Office of the Chief Technology Officer,Wards by Population - 2002,OCTO,Administrative and Other Boundaries,Level 0,,Database,,3133,Frequent Requests,boundaries,Yearly,True
OCTO,Office of the Chief Technology Officer,Waterbodies,OCTO,Environment,Level 0,,Database,,3134,Frequent Requests,environment,Yearly,True
OCTO,Office of the Chief Technology Officer,Wooded Areas,OCTO,Environment,Level 0,,Database,,3135,Frequent Requests,environment,Static,True
OCTO,Office of the Chief Technology Officer,Wireless Hotspots - DC Government,OCTO,Utility and Communication,Level 0,,Database,,3136,Frequent Requests,utilitiesCommunication,Static,True
OCTO,Office of the Chief Technology Officer,Aerial Photography/Orthophoto - 2002,OCTO - GIS,Aerial Photography and Scanned Maps,Level 0,,Mr Sid Image,00:00.0,2472,Occasional Requests,"aerial photography,imagery,2002,orthophoto",Static,True
OCTO,Office of the Chief Technology Officer,Aerial Photography/Orthophoto - 2012,OCTO - GIS,Aerial Photography and Scanned Maps,Level 0,,Mr Sid Image,00:00.0,2477,Occasional Requests,"aerial photography,orthophoto,imagery,2012",Static,True
OCTO,Office of the Chief Technology Officer,DC.gov User Web Traffic,OCTO Web Team,Government Operations,Level 0,,Other,,2248,No Info,"government operations, website, analytics, google analytics",Real-Time/Near Real-Time,True
OCTO,Office of the Chief Technology Officer,IT ServUs Area,OCTO,Government Operations,Level 0,,Database,,3332,Frequent Request,"administrative, dc gis , District of Columbia, IT , open data, political, ServUs, Washington DC",Yearly,True
OCTO,Office of the Chief Technology Officer,Night Club,OCTO,Business and Economic Development,Level 0,,Database,,3339,Frequent Request,"society, party, night club",Yearly,True
OCTO,Office of the Chief Technology Officer,Residential Wireline Adoption Rate by Census Tract,OCTO,Business and Economic Development,Level 0,,Database,,3348,Frequent Request,"Census Tract, Wireline, Adoption Rates, Broadband, internet, wireless, dc, washington dc",Yearly,True
OCTO,Office of the Chief Technology Officer,Shaded Relief Historic Map - 1793,OCTO,Historic,Level 0,,Database,,3351,Frequent Requests,"historic, shaded relief, imagery, dc, dc gis, hm",Yearly,True
OCTO,Office of the Chief Technology Officer,Tile Index 1:1200 Scale,OCTO,Government Operations,Level 0,,Database,,3362,Frequent Requests,"boundary, planimetrics ",Yearly,True
OCTO,Office of the Chief Technology Officer,Historic View of DC in 1792,OCTO,Historic,Level 0,,Database,,3325,Frequent Request,"Historic, imagery, dc, dc gis, hm",Yearly,True
OCTO,Office of the Chief Technology Officer,LiDAR - Normalized Digital Surface Model - 2018,OCTO,Aerial Photography and Scanned Maps,Level 0,Open,Geographic Information,00:00.0,3376,Occasional Requests,"LiDAR, Digital Elevation Model (DEM), Digital Surface Model (DSM), Washington DC, point cloud, LAS, ground points, LiDAR, imagery, dem, dsm, elevation",Static,True
OCTO,Office of the Chief Technology Officer,LiDAR - Digital Surface Model - 2018,OCTO,Aerial Photography and Scanned Maps,Level 0,Open,Geographic Information,00:00.0,3377,Occasional Requests," Digital Elevation Model (DEM), Digital Surface Model (DSM), Washington DC, point cloud, LAS, ground points, LiDAR, imagery, dem, dsm, elevation",Biennially,True
OCTO,Office of the Chief Technology Officer,LiDAR - Hydro Enforced Digital Terrain Model - 2018,OCTO,Aerial Photography and Scanned Maps,Level 0,Open,Geographic Information,00:00.0,3378,Occasional Requests,"Digital Elevation Model (DEM), Digital Surface Model (DSM), Washington DC, point cloud, LAS, ground points, LiDAR, imagery, dem, dsm, elevation",Biennially,True
OCTO,Office of the Chief Technology Officer,Topography - 0.6 Meter Contours - 2018,OCTO,Aerial Photography and Scanned Maps,Level 0,Open,Geographic Information,00:00.0,3379,Occasional Requests,"Digital Elevation Model (DEM), Digital Surface Model (DSM), Washington DC, point cloud, LAS, ground points, LiDAR, imagery, dem, dsm, elevation, topography",Biennially,True
OCTO,Office of the Chief Technology Officer,Aerial Photography/Orthophoto  2017,OCTO - GIS,Aerial Photography and Scanned Maps,Level 0,,Mr Sid Image,00:00.0,3374,Frequent Requests,"orthophoto,aerial,imagery, 2017 aerial, aerial photography",Static,True
OCTO,Office of the Chief Technology Officer,Impervious Surface 2017,OCTO,Environment,Level 0,Open,Database,00:00.0,3458,Frequent Requests,environment,Yearly,True
OCTO,Office of the Chief Technology Officer,USS Redacted 1 Meter Areas - 2017,OCTO,Aerial Photography and Scanned Maps,Level 0,Open,Database,,3459,Frequent Requests,imageryBaseMapsEarthCover,Static,True
OCA,Office of the City Administrator,OCA District Performance Plans,OCA: OBPM,Government Operations,Level 0,,Database,00:00.0,2872,Frequent Requests,"Performance plans, KPIs, workload measures, goals",Daily,False
OS,Office of the Secretary,Notary Public Locations,OS,Business and Economic Development,Level 0,,Database,,2616,Frequent Requests,economy,Yearly,True
OSSE,Office of the State Superintendent of Education,Child Development Centers,OSSE,Cultural and Society,Level 0,,Database,,2618,Frequent Requests,society,Yearly,True
OSSE,Office of the State Superintendent of Education,School and LEA PARCC and MSAA Results,OSSE - DAR,Education,Level 0,,Other,00:00.0,2349,Frequent Requests,"education, Assessment, PARCC, MSAA, Achievement, Performance, Participation",Yearly,False
OUC,Office of Unified Communications,City Service Requests,Office of Unified Communications,Public Services,Level 0,Open Data,Database,00:00.0,2619,Frequent Requests,"public Services, OUC, 311",No Info,True
OVSJG,Office of Victim Services and Justice Grants,Private Security Camera Rebate Program Application Summary Data ,OVSJG,Public Safety,Level 0,This is an aggregate of the non - PII application data. ,Database,00:00.0,2289,Occasional Requests,public safety,Quarterly,False
OVSJG,Office of Victim Services and Justice Grants,Private Security Camera Voucher Program Application Summary Data ,OVSJG,Public Safety,Level 0,,Other,,2290,Occasional Requests,public safety,Monthly,False
OVSJG,Office of Victim Services and Justice Grants,OVSJG Grant Award Summary Data ,OVSJG,Public Safety,Level 0,,Database,00:00.0,2292,Occasional Requests,public safety,Yearly,False
OVSJG,Office of Victim Services and Justice Grants,Office of Victims Services and Justice Grants: 2017 Byrne JAG Stakeholder Survey,OVSJG,Public Safety,Level 0,,Database,00:00.0,2301,Occasional Requests,public safety,Static,False
OAA,Office on African Affairs,African Community Grant Program Data,OAA,Government Operations,Level 0,,List,,2991,No Info,grant; award,Yearly,False
OAA,Office on African Affairs,Hepatitis Outreach Grant Awardees,OAA,Government Operations,Level 0,,List,,2992,No Info,grant; award,Yearly,False
DCOA,Office on Aging,Senior Village Boundaries,DCOA,Public Services,Level 0,,Database,,3350,Frequent Requests,"senior, office of aging, dcoa, aging, eldery, village, public service, dc gis",Yearly,True
DCOA,Office on Aging,Office of Aging Lead Agency Service Boundary,DCOA,Public Services,Level 0,,Database,,3236,Frequent Requests,public Services,Yearly,True
DCOA,Office on Aging,Aging Services,DCOA,Health and Human Services,Level 0,,Database,,3237,Frequent Requests,health,Yearly,True
DCOA,Office on Aging,Village boundaries for Senior programs,DCOA,Public Services,Level 0,,Database,,3238,Frequent Requests,public Services,Yearly,True
DCOA,Office on Aging,Office of Aging Lead Agency Locations,DCOA,Public Services,Level 0,,Database,,3239,Frequent Requests,public Services,Static,True
DCPL,Public Libraries,Libraries,DCPL,Cultural and Society,Level 0,,Database,,3251,Frequent Requests,society,Yearly,True
DCPL,Public Libraries,Wi-Fi Use,DCPL,Public Services,Level 0,,Database,00:00.0,2112,Occasional Requests,"public service, Wi-Fi, Internet, Web, Remote",Quarterly,False
DCPL,Public Libraries,Computer Sessions,DCPL,Public Services,Level 0,none,Database,00:00.0,2116,Occasional Requests,"public services, Computer Usage, PC, Sessions",Quarterly,False
DCPL,Public Libraries,Active Cardholders,DCPL,Public Services,Level 0,,Database,00:00.0,2029,Occasional Requests,"public service, Users, Cardholders, Members",Quarterly,False
DCPL,Public Libraries,Gate Count,DCPL,Public Services,Level 0,None.,Database,00:00.0,2032,Occasional Requests,"public service, Gate Count, Entries, Traffic, Visits",Quarterly,False
PSC,Public Service Commission,e-Docket data,Public Service Commission,Utility and Communication,Level 0,,Database,00:00.0,2302,Frequent Requests,Utilities telecommunication electricity natural gas renewables docket number order filing,Real-Time/Near Real-Time,False
SERVE,Serve DC,Americorps in DC Subgrantee Information,SERVE,Government Operations,Level 0,,List,,3020,No Info,Americorps; grantees; award; service,Yearly,False
SERVE,Serve DC,DC Volunteer Snow Team Information,SERVE,Government Operations,Level 0,,List,,3021,No Info,snow; volunteers,Real-Time/Near Real-Time,False
USDA,United States Department of Agriculture,Soil Type,USDA,Environment,Level 0,,Database,,2620,Frequent Requests,environment,Static,True
USDOT,United States Department of Transportation,Heliports,USDOT,Transportation,Level 0,,Database,,2621,Frequent Requests,transportation,Static,True
USFWS,United States Fish and Wildlife Services,Wetland Types,USFWS,Environment,Level 0,,Database,,2622,Frequent Requests,environment,Yearly,True
USGS,United States Geological Survey,Orthophoto of DC - 2002,USGS,Aerial Photography and Scanned Maps,Level 0,,Database,,2623,Frequent Requests,imageryBaseMapsEarthCover,Yearly,True
USGS,United States Geological Survey,Subwatersheds,USGS,Environment,Level 0,,Database,,2624,Frequent Requests,environment,Yearly,True
USPS,United States Postal Services,Post Offices,USPS,Cultural and Society,Level 0,,Database,,2625,Frequent Requests,society,Yearly,True
USPS,United States Postal Services,Zip Codes,USPS,Location,Level 0,,Database,,2626,Frequent Requests,location,Yearly,True
WDCEP,Washingtion DC Economic Partnership,Retail Sites,WDCEP,Business and Economic Development,Level 0,,Database,,2627,Frequent Requests,economy,Yearly,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Bus Stops,WMATA,Transportation,Level 0,,Database,,2628,Frequent Requests,transportation,Yearly,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Lines (Regional),WMATA,Transportation,Level 0,,Database,,2629,Frequent Requests,transportation,Static,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Stations - DC Only,WMATA,Transportation,Level 0,,Database,,2630,Frequent Requests,transportation,Yearly,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Station Entrances (Regional),WMATA,Transportation,Level 0,,Database,,2631,Frequent Requests,transportation,Yearly,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Station Entrances,WMATA,Transportation,Level 0,,Database,,2632,Frequent Requests,transportation,Yearly,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Stations (Regional),WMATA,Transportation,Level 0,,Database,,2633,Frequent Requests,transportation,Yearly,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Bus Lines,WMATA,Transportation,Level 0,,Database,,2634,Frequent Requests,transportation,Yearly,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Park-N-Ride Lots,WMATA,Transportation,Level 0,,Database,,2635,Frequent Requests,transportation,Static,True
WMATA,Washington Metropolitan Area Transportation Authority,Metro Maintenance Facilities,WMATA,Transportation,Level 0,,Database,,3335,Frequent Request,"Transportation, Transportation asset, transit metro, event , road way asset ",Yearly,True
BOE,Board of Elections, Voter Registration Data,BOE,Government Operations,Level 1,"""This data is publicly available but  requires filling out a request for voter information form. There is  small fee for  requesting this data on CD",Database,00:00.0,3330,Frequent Requests,"Voter Rolls, Vote, Election, Voting",Real-Time/Near Real-Time,False
BOE,Board of Elections,Precinct,BOE,Government Operations,Level 1,The agency publishes  this  dataset on open data periodically when the when there are updates to the Precincts. This is an internal nonspatial version.  At this time it would impose an undue financial or administrative burden on the agency to release.,Database,,2195,Frequent Requests,"Voting, Vote, Election, Precinct",Yearly,False
BOE,Board of Elections,Master Street Index (MSI),BOE,Government Operations,Level 1,"The agency has not invested the resources to publish this dataset since the data is drawn from the Washington DC's Master Address Repository, which is publicly available . At this time it would impose an undue financial or administrative burden on the agency to release.",Database,,2073,No Requests,"government operations, voting, elections",Quarterly,False
